year	talalunga_n	talalunga_dens	id
2013	0	0	809
2013	0	0	810
2013	0	0	811
2013	0	0	812
2013	2	0.00351493848857645	813
2013	32	0.0951814396192742	814
2013	0	0	815
2013	0	0	816
2013	0	0	817
2013	0	0	818
2013	0	0	819
2013	0	0	820
2013	0	0	821
2013	0	0	822
2013	0	0	823
2013	0	0	824
2013	0	0	825
2013	0	0	826
2013	1	0.00217249619813165	827
2013	0	0	828
2013	0	0	829
2013	0	0	830
2013	0	0	831
2013	0	0	832
2013	0	0	833
2013	0	0	834
2013	0	0	835
2013	0	0	836
2013	0	0	837
2013	0	0	838
2013	0	0	839
2013	0	0	840
2013	1	0.00252397778899546	841
2013	0	0	842
2013	0	0	843
2013	0	0	844
2013	0	0	845
2013	0	0	846
2013	0	0	847
2013	0	0	848
2013	0	0	849
2013	0	0	850
2013	0	0	851
2013	0	0	852
2013	0	0	853
2013	0	0	854
2013	0	0	855
2013	0	0	856
2013	0	0	857
2013	0	0	858
2013	0	0	859
2013	0	0	860
2013	0	0	861
2013	0	0	862
2013	0	0	863
2013	1	0.00235183443085607	864
2013	0	0	865
2013	0	0	866
2013	0	0	867
2013	1	0.00210526315789474	868
2013	0	0	869
2013	0	0	870
2013	10	0.0186393289841566	871
2013	0	0	872
2013	3	0.0064963187527068	873
2013	0	0	874
2013	0	0	875
2013	1	0.00216169476869866	876
2013	0	0	877
2013	0	0	878
2013	1	0.00194817845314631	879
2013	1	0.00296120817293456	880
2013	0	0	881
2013	0	0	882
2013	1	0.00212134068731438	883
2013	0	0	884
2013	2	0.00539228902669183	885
2013	0	0	886
2013	1	0.00219202104340202	887
2013	0	0	888
2013	0	0	889
2013	0	0	890
2013	0	0	891
2013	2	0.00447527411053927	892
2013	1	0.00234962406015038	893
2013	0	0	894
2013	0	0	895
2013	3	0.00703399765533412	896
2013	0	0	897
2013	1	0.00194590387234871	898
2013	0	0	899
2013	0	0	900
2013	0	0	901
2013	0	0	902
2013	0	0	903
2013	1	0.00236016049091338	904
2013	1	0.00234741784037559	905
2013	2	0.00462962962962963	906
2013	0	0	907
2013	0	0	908
2013	1	0.00255102040816327	909
2013	0	0	910
2013	0	0	911
2013	0	0	912
2013	0	0	913
2012	0	0	914
2012	0	0	915
2012	0	0	916
2012	0	0	917
2012	0	0	918
2012	0	0	919
2012	0	0	920
2012	0	0	921
2012	0	0	922
2012	0	0	923
2012	0	0	924
2012	3	0.00671291116580891	925
2012	1	0.00364298724954463	926
2012	0	0	927
2012	0	0	928
2012	0	0	929
2012	0	0	930
2012	0	0	931
2012	0	0	932
2012	0	0	933
2012	0	0	934
2012	0	0	935
2012	0	0	936
2012	0	0	937
2012	0	0	938
2012	0	0	939
2012	0	0	940
2012	0	0	941
2012	0	0	942
2012	0	0	943
2012	0	0	944
2012	0	0	945
2012	0	0	946
2012	0	0	947
2012	4	0.00811688311688312	948
2012	0	0	949
2012	0	0	950
2012	0	0	951
2012	0	0	952
2012	0	0	953
2012	0	0	954
2012	0	0	955
2012	0	0	956
2012	0	0	957
2012	0	0	958
2012	0	0	959
2012	5	0.00809061488673139	960
2012	1	0.00227790432801822	961
2012	1	0.00185804533630621	962
2012	0	0	963
2012	0	0	964
2012	0	0	965
2012	0	0	966
2012	0	0	967
2012	2	0.00584795321637427	968
2012	0	0	969
2012	2	0.00696621386276559	970
2012	1	0.00207125103562552	971
2012	0	0	972
2012	0	0	973
2012	0	0	974
2012	0	0	975
2012	0	0	976
2012	120	0.248395777271786	977
2012	15	0.015495867768595	978
2012	1	0.00134843581445523	979
2012	0	0	980
2012	0	0	981
2012	0	0	982
2012	0	0	983
2012	0	0	984
2012	0	0	985
2012	0	0	986
2012	0	0	987
2012	22	0.0465707027942422	988
2012	0	0	989
2012	1	0.00161603102779573	990
2012	4	0.0122361578464362	991
2012	1	0.00233208955223881	992
2012	7	0.012205754141238	993
2012	7	0.0117904665656055	994
2012	0	0	995
2012	0	0	996
2012	0	0	997
2012	0	0	998
2012	0	0	999
2012	0	0	1000
2012	2	0.00417536534446764	1001
2012	3	0.00667259786476868	1002
2012	2	0.00330797221303341	1003
2012	0	0	1004
2012	1	0.00193798449612403	1005
2012	0	0	1006
2012	3	0.00543872371283539	1007
2012	4	0.00878348704435661	1008
2012	0	0	1009
2012	5	0.00872448089338684	1010
2012	0	0	1011
2012	0	0	1012
2012	2	0.00446528242911364	1013
2012	4	0.00849076629165782	1014
2012	5	0.00746157289956723	1015
2012	11	0.0147770016120365	1016
2012	5	0.00909256228405165	1017
2012	11	0.0181248970176306	1018
2012	7	0.0121929977355861	1019
2012	7	0.0229357798165138	1020
2012	1	0.00183789744532255	1021
2012	0	0	1022
2012	0	0	1023
2012	0	0	1024
2012	0	0	1025
2012	4	0.00925497454881999	1026
2012	10	0.0260213374967473	1027
2012	0	0	1028
2012	0	0	1029
2012	0	0	1030
2012	0	0	1031
2012	8	0.0228245363766049	1032
2012	11	0.0139789045622061	1033
2012	3	0.00384566081271632	1034
2012	3	0.00580158576677625	1035
2012	6	0.0177095631641086	1036
2012	1	0.00348310693138279	1037
2012	30	0.218181818181818	1038
2012	100	0.201005025125628	1039
2012	0	0	1040
2012	1	0.00326157860404436	1041
2012	0	0	1042
2012	0	0	1043
2012	0	0	1044
2012	0	0	1045
2012	4	0.00935234977788169	1046
2012	0	0	1047
2012	1	0.00192270717169775	1048
2012	0	0	1049
2012	0	0	1050
2012	0	0	1051
2012	0	0	1052
2012	0	0	1053
2012	0	0	1054
2012	0	0	1055
2012	4	0.00668002672010688	1056
2012	0	0	1057
2012	2	0.003933910306845	1058
2012	0	0	1059
2012	0	0	1060
2012	0	0	1061
2012	11	0.0176593353668326	1062
2012	32	0.0600826135936913	1063
2012	4	0.0077264825188333	1064
2012	0	0	1065
2014	0	0	1066
2014	0	0	1067
2014	1	0.00328839197632358	1068
2014	0	0	1069
2014	0	0	1070
2014	0	0	1071
2014	0	0	1072
2014	0	0	1073
2014	0	0	1074
2014	0	0	1075
2014	0	0	1076
2014	0	0	1077
2014	0	0	1078
2014	0	0	1079
2014	0	0	1080
2014	0	0	1081
2014	0	0	1082
2014	0	0	1083
2014	4	0.0130463144161774	1084
2014	0	0	1085
2014	0	0	1086
2014	0	0	1087
2014	0	0	1088
2014	0	0	1089
2014	0	0	1090
2014	0	0	1091
